Brand,Model,Adtype,Fuel,Year,Price,PriceType,Kilometers,Condition,Color,Transimition,Bodytype,CarUrl
Chery,Tiggo,For Sale,Benzine,2023,"600,000",Price,Not Availiable,New,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D8%B1%D9%8A-%D8%AA%D9%8A%D8%AC%D9%88-3-2023-%D8%B2%D9%8A%D8%B1%D9%88-ID197048092.html
Jetour,X95,For Sale,Benzine,2022,"1,200,000",Price,0 to 9999,Used,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/good-avto-ID197045355.html
Hyundai,Verna,For Sale,Benzine,2009,"206,000",Price,120000 to 139999,Used,Red,Manual,Sedan,https://www.olx.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D9%81%D9%8A%D8%B1%D9%86%D8%A7-%D9%83%D8%A7%D9%85%D9%84%D9%87-2009-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D9%87-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID197030188.html
MG,MG 5,For Sale,Benzine,2021,"599,000",Price,50000 to 59999,Used,Silver,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%AA%D9%88%D8%A8-%D9%84%D8%A7%D9%8A%D9%86-%D9%83%D8%B3%D8%B1-mg-5-%D9%84%D8%A7%D9%83%D8%B4%D9%8A%D8%B1%D9%89-2021-ID197030131.html
BMW,523,For Sale,Benzine,2010,"680,000",Price,180000 to 199999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-e60-for-sale-model-2010-ID196998596.html
Toyota,Yaris,For Sale,Benzine,2010,"360,000",Price,60000 to 69999,Used,Silver,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%8A%D8%A7%D8%B1%D9%8A%D8%B3-%D8%A7%D9%88%D8%AA%D9%88%D9%85%D8%A7%D8%AA%D9%8A%D9%83-aps-%D9%882-%D8%A7%D9%8A%D8%B1%D8%A8%D8%A7%D8%AC-ID196968498.html
Toyota,Corolla,For Sale,Benzine,2011,"460,000",Price,120000 to 139999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D9%A2%D9%A0%D9%A1%D9%A1-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D9%83%D9%85%D8%A7%D9%84%D9%8A%D8%A7%D8%AA-%D8%A7%D8%B9%D9%84%D8%A7-%D9%81%D8%A6%D9%87-ID196841228.html
Chevrolet,Optra,For Sale,Benzine,2021,"450,000",Price,40000 to 49999,Used,Burgundy,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A3%D8%AC%D8%AF%D8%AF-%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D8%A9-%D8%A7%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-2021-ID196704700.html
Porsche,Cayenne,For Sale,Benzine,2019,"5,300,000",Price,40000 to 49999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/porsche-cayenne-s-grey-metallic-x-club-leather-two-brown-ID195822146.html
Hyundai,Verna,For Sale,Benzine,2012,"195,000",Price,160000 to 179999,Used,Black,Manual,Sedan,https://www.olx.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%89-%D9%81%D9%8A%D8%B1%D9%86%D8%A7-2012-ID197063802.html
Brilliance,FRV Cross,For Sale,Benzine,2010,"190,000",Price,120000 to 139999,Used,Red,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D8%A8%D8%B1%D9%8A%D9%84%D9%8A%D8%A7%D9%86%D8%B3-%D8%A7%D9%81-%D8%A7%D8%B1-%D9%81%D9%8A-%D9%83%D8%B1%D9%88%D8%B3-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-ID197060327.html
Renault,Logan,For Sale,Benzine,2013,"250,000",Price,100000 to 119999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D9%88-%D9%84%D9%88%D8%AC%D8%A7%D9%86-%D8%A7%D9%88%D8%AA%D9%88%D9%85%D8%A7%D8%AA%D9%8A%D9%83-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID197063415.html
Chevrolet,Aveo,For Sale,Benzine,2011,"180,000",Price,More than 200000,Used,Black,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D8%A9-%D8%A3%D9%81%D9%8A%D9%88-2011-ID194271565.html
Toyota,Rush,For Sale,Benzine,2022,"900,000",Price,20000 to 29999,Used,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D8%B1%D8%A7%D8%B4-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-ID197063458.html
Mercedes-Benz,CLA 200,For Sale,Benzine,2021,"2,450,000",Price,0 to 9999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-cla200-ID197063321.html
Toyota,FJ Cruiser,For Sale,Benzine,2023,"500,000",Price,Not Availiable,New,Other Color,Automatic,4X4,https://www.olx.com.eg/en/ad/toyota-fj-cruiser-final-edition-2023-ID196754505.html
Kia,Sportage,For Sale,Benzine,2023,"1,980,000",Price,Not Availiable,New,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC-2023-gt-line-%D9%88%D9%83%D9%8A%D9%84-ID197048168.html
BMW,430,For Sale,Benzine,2022,"3,550,000",Price,Not Availiable,New,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-430i-brand-new-ID197036357.html
Great Wall,Peri,For Sale,Benzine,2008,"118,000",Price,More than 200000,Used,Silver,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D8%AC%D8%B1%D9%8A%D8%AA-%D9%88%D9%88%D9%84-%D8%A8%D9%8A%D8%B1%D9%89-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%B1%D8%AE%D8%B5%D9%87-3%D8%B3%D9%86%D9%88%D8%A7%D8%AA-ID197063148.html
Nissan,Sunny,For Sale,Benzine,2020,"420,000",Price,0 to 9999,Used,Orange,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%8A-2020-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID197055327.html
Chevrolet,Captiva,For Sale,Benzine,2023,"1,100,000",Price,Not Availiable,New,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D9%83%D8%A7%D8%A8%D8%AA%D9%8A%DA%A4%D8%A7-%D8%B2%D9%8A%D8%B1%D9%88-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A2%D9%A3-%D9%88%D8%A7%D8%B1%D8%AF-%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC-%D9%A7-%D8%B1%D8%A7%D9%83%D8%A8-ID197045595.html
Land Rover,Evoque,For Sale,Benzine,2023,"3,400,000",Price,Not Availiable,New,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-evoque-2023-new-ID197045561.html
MG,6,For Sale,Benzine,2022,"670,000",Price,20000 to 29999,Used,Silver,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D9%85-%D8%AC%D9%89-%D9%A6-%D9%84%D8%A7%D9%83%D8%B4%D8%B1%D9%8A-ID197029063.html
Mitsubishi,Eclipse,For Sale,Benzine,2018,"850,000",Price,80000 to 89999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/2018-eclipse-in-great-price-ID197011805.html
Chevrolet,Pickup/Dababa,For Sale,Diesel,2011,"470,000",Price,More than 200000,Used,White,Manual,Not Availiable,https://www.olx.com.eg/en/ad/%D8%AC%D8%A7%D9%85%D8%A8%D9%88-%D8%A8%D8%B1%D9%87-%D9%88%D8%AC%D9%88%D9%87-%D8%A8%D8%AF%D9%88%D9%86-%D8%B3%D9%86%D8%AA%D9%8A-%D8%A8%D9%88%D9%87%D9%8A%D9%87-%D9%A7%D9%A0%D9%A0%D9%A0-ID196982384.html
Mercedes-Benz,E200,For Sale,Benzine,2019,"2,950,000",Price,30000 to 39999,Used,Not Available,Automatic,Coupe,https://www.olx.com.eg/en/ad/mercedes-e200-coupe-amg-night-package-ID196982358.html
Skoda,Felecia,For Sale,Benzine,1996,"90,000",Price,160000 to 179999,Used,Blue- Navy Blue,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D8%B3%D9%83%D9%88%D8%AF%D8%A7-%D9%81%D9%84%D9%8A%D8%B4%D9%8A%D8%A7-%D8%AD%D8%A7%D9%84%D8%A9-%D9%81%D9%88%D9%82-%D8%A7%D9%84%D9%85%D9%85%D8%AA%D8%A7%D8%A7%D8%A7%D8%A7%D8%A7%D8%A7%D8%A7%D8%B2%D8%A9-%D8%AC%D8%AF%D8%A2-%D8%AC%D8%AF%D8%A2-%D8%AC%D8%AF%D8%A2-%D8%A8%D9%81%D8%B6%D9%84-%D8%A7%D9%84%D9%84%D9%87-%D8%AA%D8%B9%D8%A7%D9%84%D9%89-ID196981261.html
BMW,218,For Sale,Benzine,2021,"1,400,000",Price,60000 to 69999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-218i-ID196967715.html
MG,6,For Sale,Benzine,2022,"770,000",Price,20000 to 29999,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/mg6-%D9%83%D8%B3%D8%B1-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-2022red-interior-ID196967462.html
Hyundai,Tucson,For Sale,Benzine,2019,"1,125,000",Price,30000 to 39999,Used,White,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%AA%D9%88%D8%B3%D8%A7%D9%86-ID197063051.html
DFSK,C31,For Sale,Benzine,2020,"250,000",Price,10000 to 19999,Used,White,Manual,Pickup,https://www.olx.com.eg/en/ad/c31-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-%D9%A1%D9%A8%D9%A0%D9%A0%D9%A0-%D9%83%D9%8A%D9%84%D9%88-ID197063057.html
Kia,Soul,For Sale,Benzine,2019,"775,000",Price,20000 to 29999,Used,White,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%88%D9%84-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A1%D9%A9-%D9%85%D8%A7-%D8%B4%D8%A7%D8%A1-%D8%A7%D9%84%D9%84%D9%87-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID197063063.html
Fiat,Tipo,For Sale,Benzine,2022,"960,000",Price,Not Availiable,New,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/fiat-tipo-2022-ID197060164.html
Chery,Arrizo 5,For Sale,Natural Gas,2020,"300,000",Price,More than 200000,Used,Not Available,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D9%87-%D9%85%D8%A7%D8%B4%D9%8A%D9%87-343-%D8%A7%D9%84%D9%81-%D9%83%D9%8A%D9%84%D9%88-%D9%85%D8%B9%D8%A7%D9%8A%D8%A7-%D9%85%D9%86-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-ID197062846.html
Hyundai,Accent,For Sale,Benzine,2016,"320,000",Price,120000 to 139999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/rb-2016-%D9%83%D8%A7%D9%85%D9%84%D9%87-%D9%81%D8%AA%D8%AD%D8%AA-%D8%B3%D9%82%D9%81-ID197062073.html
BMW,320,For Sale,Benzine,2023,"1,000,000",Price,Not Availiable,New,Not Available,Automatic,Other,https://www.olx.com.eg/en/ad/bmw-320i-luxury-2023-brand-new-ID197054831.html
Brilliance,Other,For Sale,Benzine,2019,"600,000",Price,60000 to 69999,Used,Brown,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%A8%D8%B1%D9%8A%D9%84%D9%8A%D8%A7%D9%86%D8%B3-v6-%D8%B2%D9%8A%D8%B1%D9%88-ID197062506.html
Volkswagen,Golf,For Sale,Benzine,2008,"7,200",Price,120000 to 139999,Used,Black,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D8%AC%D9%88%D9%84%D9%81-5-gt-sport-1400-cc-turbo-%D8%AC%D8%A7%D9%87%D8%B2%D8%A9-%D8%B9-%D8%A7%D9%84%D8%B4%D8%AD%D9%86-%D9%85%D8%B9%D8%A7%D9%82%D9%8A%D9%86-ID196264587.html
Jeep,Grand Cherokee,For Sale,Benzine,2022,"750,000",Price,Not Availiable,New,Other Color,Automatic,4X4,https://www.olx.com.eg/en/ad/jeep-grand-cherokee-2022-zero-ID197062473.html
Toyota,Land Cruiser,For Sale,Benzine,2022,"850,000",Price,Not Availiable,New,White,Automatic,4X4,https://www.olx.com.eg/en/ad/toyota-land-cruiser-twin-turbo-2022-zero-%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D9%84%D8%A7%D9%86%D8%AF%D9%83%D8%B1%D9%88%D8%B2%D8%B1-ID196631674.html
Mercedes-Benz,GLS,For Sale,Benzine,2022,"500,000",Price,Not Availiable,New,White,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/mb-gls580-zero-amg-ID196619582.html
Peugeot,3008,For Sale,Benzine,2021,"1,445,000",Price,80000 to 89999,Used,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%A8%D9%8A%D8%AC%D9%88_3008-allure_pack-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2021-%D9%83%D8%A7%D8%B4-%D8%A7%D9%88-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID197062441.html
Dodge,Durango,For Sale,Benzine,2009,"350,000",Price,120000 to 139999,Used,Gray,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%A7%D8%AF%D9%81%D8%B9-350-%D8%A7%D9%84%D9%81-%D9%88%D9%82%D8%B3%D8%B7-%D8%A7%D9%84%D8%A8%D8%A7%D9%82%D9%8A-%D9%88%D8%A7%D8%B3%D8%AA%D9%84%D9%85-%D8%AF%D9%88%D8%AF%D8%AC-%D8%AF%D9%88%D8%B1%D8%A7%D9%86%D8%AC%D9%88-2009-%D8%A7%D8%B9%D9%84%D9%8A-%D9%81%D8%A6%D9%87-ID197062030.html
Kia,Sportage,For Sale,Benzine,2017,"1,100,000",Price,90000 to 99999,Used,Gold,Automatic,SUV,https://www.olx.com.eg/en/ad/kia-sportage-2017-top-line-turbo-ID197061932.html
MG,HS,For Sale,Benzine,2022,"1,100,000",Price,20000 to 29999,Used,White,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-mg-hs-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D8%B9%D8%AF%D8%A7%D8%AF-28000-%D9%81%D9%82%D8%B7-ID197061643.html
Kia,Cerato,For Sale,Benzine,2013,"485,000",Price,Not Availiable,New,Red,Automatic,Coupe,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D9%83%D9%88%D8%A8%D9%8A%D9%87-2013-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-ID197048668.html
Jeep,Grand Cherokee,For Sale,Benzine,2022,"3,500,000",Price,Not Availiable,New,Black,Automatic,4X4,https://www.olx.com.eg/en/ad/jeeep-grand-cherokee-2022-new-ID197045440.html
Mercedes-Benz,E300,For Sale,Hybrid,2022,"3,950,000",Price,Not Availiable,New,Gray,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/mercedes-e300e-amg-brand-new-model-year2022-ID197045170.html
Land Rover,Evoque,For Sale,Benzine,2023,"3,650,000",Price,Not Availiable,New,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/range-rover-evoque-2023%D8%B1%D9%8A%D9%86%D8%AC-%D8%B1%D9%88%D9%81%D8%B1-%D8%A7%D9%8A%D9%81%D9%88%D9%83-%D9%A2%D9%A3-ID197028931.html
Chevrolet,Aveo,For Sale,Benzine,2011,"155,000",Price,120000 to 139999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%A7%D8%AF%D9%81%D8%B9-155-%D8%A7%D9%84%D9%81-%D9%88%D9%82%D8%B3%D8%B7-%D8%A7%D9%84%D8%A8%D8%A7%D9%82%D9%8A-%D9%88%D8%A7%D8%B3%D8%AA%D9%84%D9%85-%D8%B4%D9%8A%D9%81%D9%88%D8%B1%D9%84%D9%8A%D9%87-%D8%A7%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-2011-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-ID197013389.html
Mercedes-Benz,E350,For Sale,Natural Gas,2020,"3,500,000",Price,10000 to 19999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/e350-2020-ID197013036.html
Kia,Sportage,For Sale,Benzine,2021,"1,400,000",Price,40000 to 49999,Used,Silver,Automatic,4X4,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC-2021-ID197002193.html
Kia,Picanto,For Sale,Benzine,2013,"355,000",Price,90000 to 99999,Used,Gold,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%A8%D9%8A%D9%83%D8%A7%D9%86%D8%AA%D9%88-ID196997569.html
Mercedes-Benz,C180,For Sale,Benzine,2022,"2,750,000",Price,Not Availiable,New,White,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-benz-c180-2022-ID196981387.html
Jeep,Grand Cherokee,For Sale,Benzine,2022,"3,700,000",Price,Not Availiable,New,Gray,Automatic,4X4,https://www.olx.com.eg/en/ad/jeep-grand-cherokee-2022-ID196966909.html
Jac,S3,For Sale,Benzine,2019,"395,000",Price,120000 to 139999,Used,Silver,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D8%AC%D8%A7%D9%83-s3%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A1%D9%A9-%D8%A7%D8%B9%D9%84%D8%A7-%D9%81%D8%A6%D9%87-%D9%87%D8%A7%D9%89-%D9%84%D8%A7%D9%8A%D9%86-%D8%A8%D8%B5%D9%85%D9%87-%D9%88%D9%81%D8%AA%D8%AD%D9%87-%D8%B3%D9%82%D9%81-ID196966356.html
Fiat,Tipo,For Sale,Benzine,2021,"780,000",Price,Not Availiable,New,White,Automatic,Hatchback,https://www.olx.com.eg/en/ad/fiat-tipo-2021-ID196813715.html
Mercedes-Benz,S500,For Sale,Benzine,2007,"1,450,000",Price,140000 to 159999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-s500-amg-%D8%AD%D8%A7%D9%84%D8%A9-%D9%86%D8%A7%D8%AF%D8%B1%D8%A9-ID196242362.html
BMW,X3,For Sale,Benzine,2013,"1,000,000",Price,More than 200000,Used,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/x3-2013-%D9%81%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-%D8%B9%D8%AF%D8%A7-%D8%A7%D9%82%D8%B5%D8%AF%D8%A7%D9%85%D9%8A%D9%86-ID197062321.html
Hyundai,Excel,For Sale,Benzine,2022,"900,000",Price,20000 to 29999,Used,Black,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A9-%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D8%B1%D8%A7%D8%B4-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-ID197062275.html
Nissan,Sunny,For Sale,Benzine,2022,"420,000",Price,30000 to 39999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D8%B1%D8%B5%D9%87-%D9%84%D9%86-%D8%AA%D8%AA%D9%83%D8%B1%D8%B1-%D9%84%D9%84%D8%AC%D8%A7%D8%AF%D9%8A%D9%86-%D9%81%D9%82%D8%B7-%D8%B3%D9%8A%D8%A7%D8%B1%D9%87-%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%89-%D9%A4%D9%A0-%D8%A7%D9%84%D9%81-%D9%83%D9%8A%D9%84%D9%88-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D9%87-ID197062136.html
Seat,Ibiza,For Sale,Benzine,2020,"700,000",Price,40000 to 49999,Used,Blue- Navy Blue,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%AA-%D8%A7%D8%A8%D9%8A%D8%B2%D8%A7-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2020-ID197062140.html
Volkswagen,Passat,For Sale,Benzine,2018,"1,150,000",Price,90000 to 99999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/passat-ID197061974.html
Toyota,Rush,For Sale,Benzine,2021,"860,000",Price,10000 to 19999,Used,White,Automatic,Other,https://www.olx.com.eg/en/ad/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D8%B1%D8%A7%D8%B4-%D9%A2%D9%A0%D9%A2%D9%A1-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D9%85%D8%B4%D9%89-%D9%82%D9%84%D9%8A%D9%84-ID197062010.html
Jeep,Grand Cherokee,For Sale,Benzine,2022,"3,550,000",Price,0 to 9999,Used,Black,Automatic,4X4,https://www.olx.com.eg/en/ad/jeep-grand-2022-zero-condition-only-5000-km-ID197061921.html
Chevrolet,Aveo,For Sale,Benzine,2009,"150,000",Price,120000 to 139999,Used,Black,Manual,Sedan,https://www.olx.com.eg/en/ad/%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D8%A7%D9%81%D9%8A%D9%88-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2009-ID197061781.html
Toyota,Corolla,For Sale,Benzine,2007,"460,000",Price,90000 to 99999,Used,Not Available,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7%D8%A7-%D9%83%D8%B1%D9%88%D9%84%D8%A7%D8%A7-%D8%B2%D9%8A%D8%B1%D9%88%D9%88-ID197061483.html
Kia,Xceed,For Sale,Benzine,2022,"1,050,000",Price,0 to 9999,Used,White,Automatic,SUV,https://www.olx.com.eg/en/ad/kia-xceed-model-2022-only-5000-km-zero-condition-ID197061837.html
Fiat,Tipo,For Sale,Benzine,2022,"770,000",Price,30000 to 39999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%81%D9%8A%D8%A7%D8%AA-%D8%AA%D9%8A%D8%A8%D9%88-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D9%A2%D9%A0%D9%A2%D9%A2-%D9%83%D8%B3%D8%B1-%D8%B2%D9%8A%D8%B1%D9%88-ID197061730.html
BMW,318,For Sale,Benzine,2017,"1,000,000",Price,140000 to 159999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-318-2017-ID197061687.html
Mercedes-Benz,E200,For Sale,Benzine,2022,"3,750,000",Price,0 to 9999,Used,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/mercedes-e200-avant-gard-model-2022-only-5000-km-ID197061723.html
Proton,Wira,For Sale,Benzine,2006,"177,000",Price,180000 to 199999,Used,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%84%D9%87%D9%88%D8%A7%D8%A9-%D8%A7%D9%84%D8%AA%D8%B9%D8%AF%D9%8A%D9%84%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D9%8A%D8%A9-ID197061581.html
BMW,340,For Sale,Benzine,2016,"2,100,000",Price,30000 to 39999,Used,Burgundy,Automatic,Sedan,https://www.olx.com.eg/en/ad/bmw-340-zero-condition-all-service-done-at-bavaria-ID197061658.html
Nissan,Juke,For Sale,Benzine,2022,"1,100,000",Price,0 to 9999,Used,White,Automatic,4X4,https://www.olx.com.eg/en/ad/nissan-juke-2nd-category-2022-ID197061634.html
Porsche,Carrera,For Sale,Benzine,2021,"7,850,000",Price,10000 to 19999,Used,Gray,Automatic,Coupe,https://www.olx.com.eg/en/ad/porsche-911-carrera-2021-ID196579748.html
Mercedes-Benz,GLA 200,For Sale,Benzine,2015,"1,300,000",Price,70000 to 79999,Used,Brown,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-gla-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2015-%D9%83%D8%A7%D8%B4-%D8%A7%D9%88-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID197061591.html
Fiat,Tipo,For Sale,Benzine,2022,"800,000",Price,30000 to 39999,Used,Other Color,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-%D8%AA%D9%8A%D8%A8%D9%88-2022-%D9%83%D8%B3%D8%B1-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%B3%D9%8A-%D9%85%D9%88%D8%AA%D9%88%D8%B2-ID197061486.html
Tesla,Model 3,For Sale,Electric,2023,"3,400,000",Price,Not Availiable,New,Black,Automatic,Sedan,https://www.olx.com.eg/en/ad/2023-tesla-model-3-performance-dual-motor-ID197060737.html
Mercedes-Benz,C180,For Sale,Benzine,2020,"2,200,000",Price,40000 to 49999,Used,Not Available,Automatic,Not Availiable,https://www.olx.com.eg/en/ad/%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D9%87-%D9%81%D8%A7%D8%A8%D8%B1%D9%8A%D9%83%D8%A7-ID197060197.html
